机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,保荐机构.1,文件链接
杭华油墨,已反馈,主板企业,浙江,东方花旗证券有限公司,俞军柯&sbquo;杨婷婷,国浩律师(上海)事务所,倪俊骥&sbquo;陈晓纯&sbquo;葛嘉琪,天健会计师事务所(特殊普通合伙),廖屹峰&sbquo;滕培彬,否,化学原料和化学制品制造业,2017/4/20,80314246,AN202012031436221773,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436221773_1.pdf
杭华油墨,中止审查,主板企业,浙江,东方花旗证券有限公司,俞军柯&sbquo;杨振慈,国浩律师(上海)事务所,倪俊骥&sbquo;陈晓纯&sbquo;葛嘉琪,天健会计师事务所(特殊普通合伙),廖屹峰&sbquo;滕培彬,否,化学原料和化学制品制造业,2017/5/25,80314246,AN202012031436221773,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436221773_1.pdf
杭州福莱蒽特,已受理,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2020/6/11,81052849,AN202006121384460062,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006121384460062_1.pdf
杭州福莱蒽特,已反馈,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2020/7/16,81052849,AN202006121384460062,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202006121384460062_1.pdf
杭州福膜新材料科技,已受理,主板企业,浙江,浙商证券股份有限公司,赵华&sbquo;万峻,上海市锦天城律师事务所,章晓洪&sbquo;卢胜强&sbquo;詹程,天健会计师事务所(特殊普通合伙),罗训超&sbquo;欧阳小云,否,橡胶和塑料制品业,2017/4/13,80317452,AN201801301084064396,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801301084064396_1.pdf
杭州福膜新材料科技,已反馈,主板企业,浙江,浙商证券股份有限公司,赵华&sbquo;万峻,上海市锦天城律师事务所,章晓洪&sbquo;卢胜强&sbquo;詹程,天健会计师事务所(特殊普通合伙),罗训超&sbquo;欧阳小云,否,橡胶和塑料制品业,2017/6/15,80317452,AN201801301084064396,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801301084064396_1.pdf
杭州福膜新材料科技,预先披露更新,主板企业,浙江,浙商证券股份有限公司,赵华&sbquo;万峻,上海市锦天城律师事务所,章晓洪&sbquo;卢胜强&sbquo;詹程,天健会计师事务所(特殊普通合伙),罗训超&sbquo;吴思聪,是,橡胶和塑料制品业,2018/2/8,80317452,AN201801301084064396,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801301084064396_1.pdf
杭州福膜新材料科技,中止审查,主板企业,浙江,浙商证券股份有限公司,赵华&sbquo;万峻,上海市锦天城律师事务所,章晓洪&sbquo;卢胜强&sbquo;詹程,天健会计师事务所(特殊普通合伙),罗训超&sbquo;欧阳小云,是,橡胶和塑料制品业,2017/10/26,80317452,AN201801301084064396,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201801301084064396_1.pdf
杭州格林达电子材料,已受理,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,否,,2019/6/27,80995283,AN202008061396622754,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州格林达电子材料,已反馈,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/9/19,80995283,AN202008061396622754,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州格林达电子材料,预先披露更新,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/4/30,80995283,AN202008061396622754,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州格林达电子材料,已通过发审会,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/6/18,80995283,AN202008061396622754,兴业证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州豪悦护理用品,已受理,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/5/23,80994689,AN202008271402052452,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州豪悦护理用品,已反馈,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/7/11,80994689,AN202008271402052452,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州豪悦护理用品,预先披露更新,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/3/26,80994689,AN202008271402052452,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州豪悦护理用品,已通过发审会,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/7/16,80994689,AN202008271402052452,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州华旺新材料科技,已受理,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/6,80406509,AN202012161440412486,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州华旺新材料科技,已反馈,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/7/25,80406509,AN202012161440412486,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州华旺新材料科技,预先披露更新,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/12/19,80406509,AN202012161440412486,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州华旺新材料科技,已通过发审会,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/8/27,80406509,AN202012161440412486,中信建投证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州聚合顺新材料,已受理,主板企业,,广发证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/4/25,80496452,AN202005151379752613,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202005151379752613_1.pdf
杭州聚合顺新材料,已反馈,主板企业,,广发证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/6,80496452,AN202005151379752613,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202005151379752613_1.pdf
杭州聚合顺新材料,预先披露更新,主板企业,,广发证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/11/7,80496452,AN202005151379752613,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202005151379752613_1.pdf
杭州聚合顺新材料,已通过发审会,主板企业,,广发证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/3/19,80496452,AN202005151379752613,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202005151379752613_1.pdf
杭州康基医疗器械,已受理,主板企业,浙江,中泰证券股份有限公司,陈春芳&sbquo;刘胜民,上海市锦天城律师事务所,章晓洪&sbquo;王硕&sbquo;程华德,天健会计师事务所(特殊普通合伙),孙文军&sbquo;林旺,否,专业设备制造业,2017/3/30,80631820,AN201906281336812007,中泰证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336812007_1.pdf
杭州康基医疗器械,已反馈,主板企业,浙江,中泰证券股份有限公司,陈春芳&sbquo;刘胜民,上海市锦天城律师事务所,章晓洪&sbquo;王硕&sbquo;程华德,天健会计师事务所(特殊普通合伙),孙文军&sbquo;林旺,否,专业设备制造业,2017/5/25,80631820,AN201906281336812007,中泰证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336812007_1.pdf
杭州康基医疗器械,中止审查,主板企业,浙江,中泰证券股份有限公司,陈春芳&sbquo;刘胜民,上海市锦天城律师事务所,章晓洪&sbquo;王硕&sbquo;程华德,天健会计师事务所(特殊普通合伙),孙文军&sbquo;林旺,是,专业设备制造业,2017/10/12,80631820,AN201906281336812007,中泰证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336812007_1.pdf
杭州立昂微电子,已受理,主板企业,浙江,东方花旗证券有限公司,李杰峰&sbquo;刘铮宇,国浩律师(上海)事务所,倪俊骥&sbquo;余蕾&sbquo;张小龙,中汇会计师事务所(特殊普通合伙),王其超&sbquo;丁晓俊,否,计算机、通信和其他电子设备制造业,2018/12/20,80122153,AN202008311404364436,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州立昂微电子,已反馈,主板企业,浙江,东方花旗证券有限公司,李杰峰&sbquo;刘铮宇,国浩律师(上海)事务所,倪俊骥&sbquo;余蕾&sbquo;张小龙,中汇会计师事务所(特殊普通合伙),王其超&sbquo;丁晓俊,否,计算机、通信和其他电子设备制造业,2019/2/14,80122153,AN202008311404364436,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州立昂微电子,预先披露更新,主板企业,,东方花旗证券有限公司,,国浩律师(上海)事务所,,中汇会计师事务所(特殊普通合伙),,是,,2019/6/6,80122153,AN202008311404364436,东方花旗证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州立昂微电子,已通过发审会,主板企业,,东方证券承销保荐有限公司,,国浩律师(上海)事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/8/6,80122153,AN202008311404364436,东方证券承销保荐有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州联德精密机械,已受理,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994690,AN202003271377067425,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州联德精密机械,已反馈,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/9/19,80994690,AN202003271377067425,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州联德精密机械,预先披露更新,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/4/2,80994690,AN202003271377067425,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州联德精密机械,已通过发审会,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/10/15,80994690,AN202003271377067425,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州诺邦无纺,预先披露更新,主板企业,浙江,国金证券股份有限公司,郭圣宇&sbquo;陈志群,北京国枫律师事务所,臧欣&sbquo;刘斯亮,天健会计师事务所(特殊普通合伙),施其林&sbquo;章磊,是,纺织业,2017/1/5,80159551,AN201702080329640163,国金证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702080329640163_1.pdf
杭州诺邦无纺,已通过发审会,主板企业,浙江,国金证券股份有限公司,郭圣宇&sbquo;陈志群,北京国枫律师事务所,臧欣&sbquo;刘斯亮,天健会计师事务所(特殊普通合伙),施其林&sbquo;章磊,是,纺织业,2017/1/12,80159551,AN201702080329640163,国金证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702080329640163_1.pdf
杭州热电集团,已受理,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80995286,AN202004031377611961,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州热电集团,已反馈,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所 ,,天健会计师事务所(特殊普通合伙),,是,,2019/9/19,80995286,AN202004031377611961,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州热电集团,预先披露更新,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所 ,,天健会计师事务所(特殊普通合伙),,是,,2020/4/10,80995286,AN202004031377611961,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州热电集团,已通过发审会,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所 ,,天健会计师事务所(特殊普通合伙),,是,,2020/10/29,80995286,AN202004031377611961,平安证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州申昊科技,已受理,主板企业,浙江,财通证券股份有限公司,郭春洪&sbquo;徐光兵,北京国枫律师事务所,潘继东&sbquo;郭昕,天健会计师事务所(特殊普通合伙),叶喜撑&sbquo;韦军,否,电气机械和器材制造业,2017/6/15,80437086,AN202007091390598922,财通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007091390598922_1.pdf
杭州申昊科技,已反馈,主板企业,浙江,财通证券股份有限公司,郭春洪&sbquo;徐光兵,北京国枫律师事务所,潘继东&sbquo;郭昕,天健会计师事务所(特殊普通合伙),叶喜撑&sbquo;韦军,否,电气机械和器材制造业,2017/9/14,80437086,AN202007091390598922,财通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007091390598922_1.pdf
杭州申昊科技,预先披露更新,主板企业,浙江,财通证券股份有限公司,郭春洪&sbquo;徐光兵,北京国枫律师事务所,潘继东&sbquo;郭昕,天健会计师事务所(特殊普通合伙),叶喜撑&sbquo;韦军,是,电气机械和器材制造业,2018/2/22,80437086,AN202007091390598922,财通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202007091390598922_1.pdf
杭州市园林绿化,已受理,主板企业,浙江,西藏同信证券股份有限公司,赵明&sbquo;杜佳民,国浩律师(杭州)事务所,徐伟民&sbquo;仲丽慧&sbquo;章佳平,立信会计师事务所(特殊普通合伙),周琪&sbquo;邵振宇,是,土木工程建筑业,2017/1/5,80463423,AN202101191451959577,西藏同信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959577_1.pdf
