机构名称,当前状态,上市地点,拟发行数量,申报日期,上会日期,申购日期,上市日期,主承销商,承销方式,9,发行前总股本,发行后总股本,13,占发行后总股本比例,发审委委员,网站,公司代码,yyy,时间戳,简称,详情链接,文件链接
雪龙集团,上会通过,上交所,37470000,2019/4/19,2019/11/21,2020/2/27,2020/3/10,广发证券,余额包销,1,149861500,187331500,550730000,0.20002,赵瀛&sbquo;黄侦武&sbquo;白剑龙&sbquo;陈天骥&sbquo;龚凯&sbquo;李和金&sbquo;陈国飞,http://topic.eastmoney.com/XLJTIPO/,80597851,43707,AN201904191320922178,雪龙集团,data.eastmoney.com/xg/gh/detail/80597851.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904191320922178_1.pdf
北京维冠机电,未上会,上交所,18750000,2019/4/12,,,,平安证券,余额包销,1,56200000,74950000,402781000,0.25017,,http://topic.eastmoney.com/bjwgjdgf/,80423332,43668,AN201904121318887681,维冠机电,data.eastmoney.com/xg/gh/detail/80423332.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904121318887681_1.pdf
科博达技术,上会通过,上交所,40100000,2019/4/9,2019/6/27,2019/9/25,2019/10/15,中国国际金融证券,余额包销,1,400100000,440200000,1089680000,0.09109,郭旭东&sbquo;马哲&sbquo;白剑龙&sbquo;马小曼&sbquo;李世伟&sbquo;陈鹤岚&sbquo;姚旭东,http://topic.eastmoney.com/BKDJSIPO/,80170445,41294,AN201904091317375904,科博达,data.eastmoney.com/xg/gh/detail/80170445.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904091317375904_1.pdf
宁波金田铜业（集团）,上会通过,上交所,400000000,2019/4/1,2020/1/3,2020/4/10,2020/4/22,财通证券,余额包销,1,1456969000,1856969000,2358500000,0.2154,李超&sbquo;陈天骥&sbquo;姚旭东&sbquo;李世伟&sbquo;龚凯&sbquo;李和金&sbquo;黄侦武,http://topic.eastmoney.com/nbjttygf/,80136654,42749,AN201904011312822109,金田铜业,data.eastmoney.com/xg/gh/detail/80136654.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312822109_1.pdf
江苏海安农村商业银行,未上会,上交所,328000000,2019/4/1,,,,国泰君安证券,余额包销,1,1000000000,1328000000,0,0.24699,,http://topic.eastmoney.com/JSMAIPO/,80071818,42202,AN201904011312808845,海安农商,data.eastmoney.com/xg/gh/detail/80071818.html,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312808845_1.pdf
宁夏宝丰能源集团,上会通过,上交所,733360000,2019/3/4,2019/4/11,2019/4/30,2019/5/16,中信证券,余额包销,1,7333360000,8066720000,8000000000,0.09091,郭旭东&sbquo;周海斌&sbquo;赵瀛&sbquo;陈国飞&sbquo;白剑龙&sbquo;刘云松&sbquo;李德勇,http://topic.eastmoney.com/NXBFNYIPO/,80083603,41293,AN201903041302474262,宝丰能源,data.eastmoney.com/xg/gh/detail/80083603.html,https://notice.eastmoney.com/pdffile/web/H2_AN201903041302474262_1.pdf
广州通达汽车电气,上会通过,上交所,87921800,2019/1/28,2019/10/11,2019/11/13,2019/11/25,中信证券,余额包销,1,351686984,439608784,822860500,0.2,李超&sbquo;周辉&sbquo;李世伟&sbquo;赵瀛&sbquo;周海斌&sbquo;刘云松&sbquo;马小曼,http://topic.eastmoney.com/GZTDQCDQIPO/,80497009,42349,AN201901281289311380,通达电气,data.eastmoney.com/xg/gh/detail/80497009.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901281289311380_1.pdf
麒盛科技,上会通过,上交所,37583200,2019/1/28,2019/9/12,2019/10/17,2019/10/29,招商证券,余额包销,1,207459057,245042257,1000000000,0.15337,周辉&sbquo;刘云松&sbquo;李世伟&sbquo;姚旭东&sbquo;赵瀛&sbquo;陈鹤岚&sbquo;黄侦武,http://topic.eastmoney.com/LSKJIPO/,80923812,42391,AN201901281289313313,麒盛科技,data.eastmoney.com/xg/gh/detail/80923812.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901281289313313_1.pdf
河南蓝天燃气,上会通过,上交所,90000000,2019/1/18,2020/9/17,2021/1/20,2021/1/29,招商证券,余额包销,1,462702000,552702000,870870000,0.16284,周辉&sbquo;李德勇&sbquo;李和金&sbquo;黄侦武&sbquo;余东东&sbquo;姚旭东&sbquo;罗精晖,http://topic.eastmoney.com/ltrq2011/,80187274,42795,AN201901181286955629,蓝天燃气,data.eastmoney.com/xg/gh/detail/80187274.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901181286955629_1.pdf
襄阳长源东谷实业,上会通过,上交所,57880500,2019/1/18,2020/1/9,2020/5/14,2020/5/26,第一创业证券,余额包销,1,231522000,289402500,1201000000,0.2,马小曼&sbquo;沈洁&sbquo;龚凯&sbquo;白剑龙&sbquo;潘健红&sbquo;陈国飞&sbquo;李和金,http://topic.eastmoney.com/XYCYDGSYIPO/,80922530,42361,AN201901181286955627,长源东谷,data.eastmoney.com/xg/gh/detail/80922530.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901181286955627_1.pdf
良品铺子,上会通过,上交所,41000000,2019/1/11,2019/11/28,2020/2/12,2020/2/24,广发证券,余额包销,1,401000000,442000000,773379700,0.09276,赵瀛&sbquo;李和金&sbquo;潘健红&sbquo;陈天骥&sbquo;周海斌&sbquo;陈国飞&sbquo;黄侦武,http://topic.eastmoney.com/LPPZIPO/,80206101,42351,AN201901111284136325,良品铺子,data.eastmoney.com/xg/gh/detail/80206101.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901111284136325_1.pdf
成都燃气集团,上会通过,上交所,88890000,2019/1/11,2019/10/31,2019/12/3,2019/12/17,中信建投证券,余额包销,1,888890000,977780000,1150000000,0.09091,周辉&sbquo;潘健红&sbquo;白剑龙&sbquo;陈天骥&sbquo;李德勇&sbquo;陈鹤岚&sbquo;黄侦武,http://topic.eastmoney.com/CDRQJTIPO/,80130300,42300,AN201901111284136589,成都燃气,data.eastmoney.com/xg/gh/detail/80130300.html,https://notice.eastmoney.com/pdffile/web/H2_AN201901111284136589_1.pdf
南侨食品集团（上海）,上会通过,上交所,63529400,2018/12/28,2021/1/14,,,申万宏源证券,余额包销,1,360000000,423529400,1125811000,0.15,杨金忠&sbquo;姚旭东&sbquo;沈洁&sbquo;潘健红&sbquo;陈鹤岚&sbquo;李和金&sbquo;姜志华,http://topic.eastmoney.com/NQSPJTIPO/,80922524,42352,AN201812281280410264,南侨股份,data.eastmoney.com/xg/gh/detail/80922524.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410264_1.pdf
八方电气（苏州）,上会通过,上交所,30000000,2018/12/28,2019/9/5,2019/10/30,2019/11/11,申万宏源证券,余额包销,1,120000000,150000000,929718600,0.2,周辉&sbquo;龚凯&sbquo;姚旭东&sbquo;赵瀛&sbquo;沈洁&sbquo;马小曼&sbquo;陈鹤岚,http://topic.eastmoney.com/BFDQIPO/,80922529,42360,AN201812281280410261,八方股份,data.eastmoney.com/xg/gh/detail/80922529.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410261_1.pdf
湖北祥云（集团）化工,未上会,上交所,47232665,2018/12/28,,,,长江证券,余额包销,1,141697993,188930658,1723180000,0.25,,http://topic.eastmoney.com/hbxyhg/,80205138,43249,AN201812281280414839,祥云股份,data.eastmoney.com/xg/gh/detail/80205138.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280414839_1.pdf
航天精工,未上会,上交所,148380000,2018/12/28,,,,中信建投证券,余额包销,1,445152686,593532686,690000000,0.24999,,http://topic.eastmoney.com/htjggf/,80544058,43247,AN201812281280410254,航天精工,data.eastmoney.com/xg/gh/detail/80544058.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410254_1.pdf
华冠新型材料,未上会,上交所,20000000,2018/12/21,,,,东方花旗证券,余额包销,1,60000000,80000000,650000000,0.25,,http://topic.eastmoney.com/HGXXCLIPO/,80701785,40488,AN201812211275638028,华冠新材,data.eastmoney.com/xg/gh/detail/80701785.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812211275638028_1.pdf
浙江甬金金属科技,上会通过,上交所,57670000,2018/12/20,2019/10/24,2019/12/11,2019/12/24,华西证券,余额包销,1,230670000,288340000,1175110000,0.20001,周辉&sbquo;陈天骥&sbquo;姚旭东&sbquo;潘健红&sbquo;李世伟&sbquo;马哲&sbquo;李和金,http://topic.eastmoney.com/ZJYJJSKJIPO/,80919127,42255,AN201812201275222907,甬金股份,data.eastmoney.com/xg/gh/detail/80919127.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812201275222907_1.pdf
山东元利科技,上会通过,上交所,22760000,2018/12/7,2019/4/18,2019/6/11,2019/6/20,中泰证券,余额包销,1,91040000,113800000,1132230000,0.2,李超&sbquo;马小曼&sbquo;黄侦武&sbquo;沈洁&sbquo;潘健红&sbquo;陈国飞&sbquo;白剑龙,http://topic.eastmoney.com/sdylkjipo/,80410734,43840,AN201812071264056444,元利科技,data.eastmoney.com/xg/gh/detail/80410734.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812071264056444_1.pdf
奥普家居,上会通过,上交所,40010000,2018/12/5,2019/11/7,2020/1/2,2020/1/15,招商证券,余额包销,1,400010000,440020000,917759500,0.09093,李超&sbquo;马哲&sbquo;姚旭东&sbquo;白剑龙&sbquo;龚凯&sbquo;黄侦武&sbquo;陈国飞,http://topic.eastmoney.com/apjjipo/,80703659,42203,AN201812051259885711,奥普家居,data.eastmoney.com/xg/gh/detail/80703659.html,https://notice.eastmoney.com/pdffile/web/H2_AN201812051259885711_1.pdf
苏州赛伍应用技术,上会通过,上交所,40010000,2018/11/30,2020/1/2,2020/4/20,2020/4/30,东吴证券,余额包销,1,400010000,440020000,366552200,0.09093,李世伟&sbquo;马小曼&sbquo;潘健红&sbquo;龚凯&sbquo;周海斌&sbquo;陈国飞&sbquo;陈鹤岚,http://topic.eastmoney.com/SZSWYYJSO/,80746563,41308,AN201811301256019030,赛伍技术,data.eastmoney.com/xg/gh/detail/80746563.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811301256019030_1.pdf
阜阳大可新材料,未上会,上交所,72400000,2018/11/30,,,,中信证券,余额包销,1,217200000,289600000,365769500,0.25,,http://topic.eastmoney.com/FYDKXCLIPO/,80662797,39681,AN201811301256019026,大可股份,data.eastmoney.com/xg/gh/detail/80662797.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811301256019026_1.pdf
安徽省交通建设,上会通过,上交所,49900000,2018/11/26,2019/7/25,2019/10/9,2019/10/21,国元证券,余额包销,1,499000000,548900000,404350000,0.09091,郭旭东&sbquo;龚凯&sbquo;沈洁&sbquo;白剑龙&sbquo;黄侦武&sbquo;马小曼&sbquo;马哲,http://topic.eastmoney.com/AHJTIPO/,80138809,42200,AN201811261251816594,交建股份,data.eastmoney.com/xg/gh/detail/80138809.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811261251816594_1.pdf
江苏神马电力,上会通过,上交所,40044490,2018/11/14,2019/5/30,2019/7/24,2019/8/5,长江证券,余额包销,1,400044490,440088980,246260800,0.09099,郭旭东&sbquo;李德勇&sbquo;姚旭东&sbquo;李和金&sbquo;马小曼&sbquo;白剑龙&sbquo;赵瀛,http://topic.eastmoney.com/JSSMDLIPO/,80746555,41317,AN201811141245400923,神马电力,data.eastmoney.com/xg/gh/detail/80746555.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811141245400923_1.pdf
浙江大胜达包装,上会通过,上交所,120000000,2018/11/14,2019/5/23,2019/7/16,2019/7/26,东兴证券,余额包销,1,410830732,530830732,800000000,0.22606,周辉&sbquo;李超&sbquo;李德勇&sbquo;白剑龙&sbquo;龚凯&sbquo;沈洁&sbquo;马小曼,http://topic.eastmoney.com/ZJDSBZIPO/,80302801,41315,AN201811141245400934,大胜达,data.eastmoney.com/xg/gh/detail/80302801.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811141245400934_1.pdf
珠海市杰理科技,未上会,上交所,40010000,2018/11/2,,,,中信建投证券,余额包销,1,360000000,400010000,586620000,0.10002,,http://topic.eastmoney.com/JLKJIPO/,80631823,38494,AN201811021232775342,杰理科技,data.eastmoney.com/xg/gh/detail/80631823.html,https://notice.eastmoney.com/pdffile/web/H2_AN201811021232775342_1.pdf
浙江新化化工,上会通过,上交所,35000000,2018/10/30,2019/5/9,2019/6/17,2019/6/27,光大证券,余额包销,1,140900000,175900000,490664700,0.19898,郭旭东&sbquo;李和金&sbquo;潘健红&sbquo;陈国飞&sbquo;刘云松&sbquo;姚旭东&sbquo;陈天骥,http://topic.eastmoney.com/ZJXHHGIPO/,80508219,41304,AN201810301225603324,新化股份,data.eastmoney.com/xg/gh/detail/80508219.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810301225603324_1.pdf
浙江车头制药,未上会,上交所,28125000,2018/10/26,,,,广发证券,余额包销,1,84374990,112499990,498338900,0.25,,http://topic.eastmoney.com/ZJCTZYIPO/,80395310,41967,AN201810261222948346,车头制药,data.eastmoney.com/xg/gh/detail/80395310.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810261222948346_1.pdf
浙江三美化工,上会通过,上交所,59733761,2018/10/18,2018/12/11,2019/3/21,2019/4/2,长江证券,余额包销,1,436056455,495790216,1812896000,0.12048,王玉宝&sbquo;黄少军&sbquo;马哲&sbquo;周辉&sbquo;程建宏&sbquo;龚剑&sbquo;丁晓东,http://topic.eastmoney.com/ZJSMHGIPO/,80187370,37693,AN201810191216944715,三美股份,data.eastmoney.com/xg/gh/detail/80187370.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810191216944715_1.pdf
重庆农村商业银行,上会通过,上交所,1357000000,2018/10/12,2019/8/15,2019/10/14,2019/10/29,中国国际金融证券,余额包销,1,11357000000,12714000000,0,0.10673,郭旭东&sbquo;龚凯&sbquo;姚旭东&sbquo;周海斌&sbquo;马哲&sbquo;陈鹤岚&sbquo;牟蓬,http://topic.eastmoney.com/cqncsyyh/,80133821,41362,AN201810121212544860,渝农商行,data.eastmoney.com/xg/gh/detail/80133821.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810121212544860_1.pdf
宁波柯力传感科技,上会通过,上交所,29850114,2018/10/12,2019/6/13,2019/7/25,2019/8/6,国信证券,余额包销,1,119400454,149250568,551010000,0.2,郭旭东&sbquo;陈鹤岚&sbquo;李德勇&sbquo;陈国飞&sbquo;马哲&sbquo;沈洁&sbquo;刘云松,http://topic.eastmoney.com/NBKLIPO/,80318679,39667,AN201810121212535888,柯力传感,data.eastmoney.com/xg/gh/detail/80318679.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810121212535888_1.pdf
四川天味食品集团,上会通过,上交所,41320000,2018/10/12,2019/3/12,2019/4/3,2019/4/16,东兴证券,余额包销,1,413155000,454475000,530164600,0.09092,郭旭东&sbquo;马小曼&sbquo;黄侦武&sbquo;周海斌&sbquo;沈洁&sbquo;潘健红&sbquo;陈国飞,http://topic.eastmoney.com/SCTWSPIPO/,80287931,23519,AN201810121212535887,天味食品,data.eastmoney.com/xg/gh/detail/80287931.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810121212535887_1.pdf
厦门银行,上会通过,上交所,791738366,2018/10/9,2020/7/16,2020/10/13,2020/10/27,中信建投证券,余额包销,1,2639127888,3430866254,0,0.23077,潘健红&sbquo;马小曼&sbquo;杨金忠&sbquo;黄侦武&sbquo;周波&sbquo;姚旭东&sbquo;白剑龙,http://topic.eastmoney.com/XMYHIPO/,80039308,41008,AN201810091209841422,厦门银行,data.eastmoney.com/xg/gh/detail/80039308.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810091209841422_1.pdf
厦门松霖科技,上会通过,上交所,41000000,2018/10/9,2019/7/11,2019/8/14,2019/8/26,广发证券,余额包销,1,401009858,442009858,669872700,0.09276,郭旭东&sbquo;潘健红&sbquo;周海斌&sbquo;姚旭东&sbquo;陈国飞&sbquo;马小曼&sbquo;黄侦武,http://topic.eastmoney.com/XMSLKJIPO/,80902073,41859,AN201810091209841423,松霖科技,data.eastmoney.com/xg/gh/detail/80902073.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810091209841423_1.pdf
亳州药都农村商业银行,未上会,上交所,0,2018/10/9,,,,华泰联合证券,余额包销,1,1017198081,0,0,0,,http://topic.eastmoney.com/bzydipo/,80147421,41762,AN201810091209841424,药都农商,data.eastmoney.com/xg/gh/detail/80147421.html,https://notice.eastmoney.com/pdffile/web/H2_AN201810091209841424_1.pdf
南通海星电子,上会通过,上交所,52000000,2018/8/29,2019/6/20,2019/7/31,2019/8/9,安信证券,余额包销,1,208000000,260000000,469520000,0.2,李超&sbquo;潘健红&sbquo;陈天骥&sbquo;姚旭东&sbquo;陈鹤岚&sbquo;龚凯&sbquo;马小曼,http://topic.eastmoney.com/NHHXDZIPO/,80746560,41326,AN201808291184608329,海星股份,data.eastmoney.com/xg/gh/detail/80746560.html,https://notice.eastmoney.com/pdffile/web/H2_AN201808291184608329_1.pdf
四川福蓉科技股份公司,上会通过,上交所,116000000,2018/8/29,2019/4/4,2019/5/13,2019/5/23,光大证券,余额包销,1,401000000,517000000,380000000,0.22437,李超&sbquo;马小曼&sbquo;黄侦武&sbquo;马哲&sbquo;周海斌&sbquo;白剑龙&sbquo;李和金,http://topic.eastmoney.com/SCFRKJIPO/,80746570,41312,AN201808291184611502,福蓉科技,data.eastmoney.com/xg/gh/detail/80746570.html,https://notice.eastmoney.com/pdffile/web/H2_AN201808291184611502_1.pdf
苏州龙杰特种纤维,上会通过,上交所,29735000,2018/8/29,2018/10/23,2019/1/4,2019/1/17,国信证券,余额包销,1,118938000,148673000,499824000,0.2,周芊&sbquo;周辉&sbquo;陈巍&sbquo;宋洪流&sbquo;洪泳&sbquo;许成宝&sbquo;朱清滨,http://topic.eastmoney.com/szljtzxwipo/,80202085,40391,AN201808291184611503,苏州龙杰,data.eastmoney.com/xg/gh/detail/80202085.html,https://notice.eastmoney.com/pdffile/web/H2_AN201808291184611503_1.pdf
中国卫通集团,上会通过,上交所,400000000,2018/7/31,2019/5/23,2019/6/18,2019/6/28,中信建投证券,余额包销,1,4000000000,4400000000,1280000000,0.09091,郭旭东&sbquo;马小曼&sbquo;赵瀛&sbquo;白剑龙&sbquo;周海斌&sbquo;李和金&sbquo;姚旭东,http://topic.eastmoney.com/ZGWTJTIPO/,80399950,41292,AN201807311172278999,中国卫通,data.eastmoney.com/xg/gh/detail/80399950.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807311172278999_1.pdf
南京泉峰汽车精密技术,上会通过,上交所,50000000,2018/7/31,2019/1/8,2019/5/10,2019/5/22,中国国际金融证券,余额包销,1,200000000,250000000,651600000,0.2,朱琳&sbquo;金文泉&sbquo;丁晓东&sbquo;关丽&sbquo;毋晓琴&sbquo;程建宏&sbquo;马哲,http://topic.eastmoney.com/NJQFQCIPO/,80746557,41313,AN201807311172279036,泉峰汽车,data.eastmoney.com/xg/gh/detail/80746557.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807311172279036_1.pdf
广东松炀再生资源,上会通过,上交所,51474000,2018/7/26,2019/4/11,2019/6/11,2019/6/21,英大证券,余额包销,1,205894000,257368000,456210600,0.2,李超&sbquo;马哲&sbquo;沈洁&sbquo;陈国飞&sbquo;牟蓬&sbquo;刘云松&sbquo;李德勇,http://topic.eastmoney.com/GDSYZSZYIPO/,80386395,41165,AN201807261170582006,松炀资源,data.eastmoney.com/xg/gh/detail/80386395.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807261170582006_1.pdf
上海威派格智慧水务,上会通过,上交所,42596100,2018/7/24,2018/12/4,2019/2/12,2019/2/22,中信建投证券,余额包销,1,425960100,468556200,690057400,0.09091,王玉宝&sbquo;黄少军&sbquo;周辉&sbquo;宋洪流&sbquo;赵磊&sbquo;周海斌&sbquo;程建宏,http://topic.eastmoney.com/SHWPGZHIPO/,80479786,41301,AN201807261170728961,威派格,data.eastmoney.com/xg/gh/detail/80479786.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807261170728961_1.pdf
明阳智慧能源集团股份公司,上会通过,上交所,275900000,2018/7/20,2018/11/13,2019/1/11,2019/1/23,申万宏源证券,余额包销,1,1379722378,1655622378,2500000000,0.16664,王玉宝&sbquo;朱清滨&sbquo;黄侦武&sbquo;龚俊&sbquo;赵磊&sbquo;张建伟&sbquo;金文泉,http://topic.eastmoney.com/MYZHNYIPO/,80192552,41671,AN201807201168604711,明阳智能,data.eastmoney.com/xg/gh/detail/80192552.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807201168604711_1.pdf
上海移远通信技术,上会通过,上交所,22300000,2018/7/13,2019/5/30,2019/7/4,2019/7/16,招商证券,余额包销,1,89180000,111480000,508516200,0.20004,李超&sbquo;马哲&sbquo;龚凯&sbquo;李世伟&sbquo;陈国飞&sbquo;潘健红&sbquo;李德勇,http://topic.eastmoney.com/SHYYTXKJIPO/,80436320,41325,AN201807131166387635,移远通信,data.eastmoney.com/xg/gh/detail/80436320.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807131166387635_1.pdf
赫基（中国）集团,未上会,上交所,127000000,2018/7/13,,,,华泰联合证券,余额包销,1,720000000,847000000,3225749500,0.14994,,http://topic.eastmoney.com/HJZGJTIPO/,80734444,41231,AN201807131166306222,赫基股份,data.eastmoney.com/xg/gh/detail/80734444.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807131166306222_1.pdf
